Point Name,Line,Location,Terminal,Point Name,trend,count,Type,Contains Outliers
(HV) TRK E XOVER ELEC RM 12  M114T2i1,MRL,Hollywood/Vine,(HV) HOLLYWOOD VINE M114T2 ,(HV) TRK E XOVER ELEC RM 12  M114T2i1,1,1,,False
(HV) TRK E XOVER ELEC RM 12 DR  M114T2D1,MRL,Hollywood/Vine,(HV) HOLLYWOOD VINE M114T2 ,(HV) TRK E XOVER ELEC RM 12 DR  M114T2D1,1,1,,False
(HV) TRK ELEC RM 5N DR  M114T3D1,MRL,Hollywood/Vine,(HV) HOLLYWOOD VINE M114T3 ,(HV) TRK ELEC RM 5N DR  M114T3D1,1,1,,False
(HV) TRK ELEC RM 5S DR  M114T3D2,MRL,Hollywood/Vine,(HV) HOLLYWOOD VINE M114T3 ,(HV) TRK ELEC RM 5S DR  M114T3D2,1,1,,False
(HV) W STREET HATCH 5A  M114T12i2,MRL,Hollywood/Vine,(HV) HOLLYWOOD VINE M114T12 ,(HV) W STREET HATCH 5A  M114T12i2,1,1,HATCH,False
(HV) W STREET HATCH 5B  M114T13i3,MRL,Hollywood/Vine,(HV) HOLLYWOOD VINE M114T13,(HV) W STREET HATCH 5B  M114T13i3,1,1,HATCH,False
(HW)  M96T13i1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T13 ,(HW)  M96T13i1,"52,41,55,33,56,40,58,43",378,,False
(HW) ANC CORRIDOR 234  M96T9i2,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T9,(HW) ANC CORRIDOR 234  M96T9i2,"9,7,2",18,,False
(HW) MEZ E AIR SUPPLY & EXH 226  M96T12i4,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T12 ,(HW) MEZ E AIR SUPPLY & EXH 226  M96T12i4,"4,2",6,,False
(HW) MEZ E AUX PWR RM 236  M96T6D2,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T6,(HW) MEZ E AUX PWR RM 236  M96T6D2,"11,10,4",25,,False
(HW) MEZ E AUX PWR RM 236  M96T6I2,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T6,(HW) MEZ E AUX PWR RM 236  M96T6I2,"11,10,4",25,,False
(HW) MEZ E BATT RM 238  M96T8D1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T8,(HW) MEZ E BATT RM 238  M96T8D1,"1,2",3,,False
(HW) MEZ E BATT RM 238  M96T8i1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T8,(HW) MEZ E BATT RM 238  M96T8i1,"1,2",3,,False
(HW) MEZ E CORRIDOR 220  M96T12i3,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T12 ,(HW) MEZ E CORRIDOR 220  M96T12i3,"1,1,1,1,3,3,2,3,2",17,,False
(HW) MEZ E TC&C RM 239  M96T9D1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T9,(HW) MEZ E TC&C RM 239  M96T9D1,"1,1",2,,False
(HW) MEZ E TC&C RM 239  M96T9I1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T9,(HW) MEZ E TC&C RM 239  M96T9I1,"2,1",3,,False
(HW) MEZ E VALVE RM 240  M96T6D1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T6 ,(HW) MEZ E VALVE RM 240  M96T6D1,1,1,,False
(HW) MEZ E VALVE RM 240  M96T6i1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T6 ,(HW) MEZ E VALVE RM 240  M96T6i1,2,2,,False
(HW) MEZ MID EMR EXIT STR 3/4A  M96T12D1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T12 ,(HW) MEZ MID EMR EXIT STR 3/4A  M96T12D1,"6,17,5,10,18",56,,False
(HW) MEZ MID EMR EXIT STR10  M96T12i1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T12 ,(HW) MEZ MID EMR EXIT STR10  M96T12i1,"6,17,5,10,18",56,PUBLIC Emergency Exit ,False
(HW) MEZ W AUX PWR RM 222  M96T11D1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T11 ,(HW) MEZ W AUX PWR RM 222  M96T11D1,"2,1",3,,False
(HW) MEZ W AUX PWR RM 222  M96T11i1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T11 ,(HW) MEZ W AUX PWR RM 222  M96T11i1,"3,2",5,,False
(HW) MEZ W EMR EXIT CORR 205  M96T13D1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T13 ,(HW) MEZ W EMR EXIT CORR 205  M96T13D1,"52,41,58,33,56,40,58,43",381,,False
(HW) PLT E EMR EXIT STR 6  M96T3D2,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T3 ,(HW) PLT E EMR EXIT STR 6  M96T3D2,"10,23,13,14,22,8,12,10,18",130,PUBLIC Emergency Exit ,False
(HW) PLT E EMR EXIT STR 6  M96T3i2,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T3 ,(HW) PLT E EMR EXIT STR 6  M96T3i2,"10,23,13,14,22,8,12,10,18",130,PUBLIC Emergency Exit ,False
(HW) PLT W EMR EXIT STR 5  M96T15D1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T15 ,(HW) PLT W EMR EXIT STR 5  M96T15D1,"12,1,8,2,8,4,4,6,9",54,,False
(HW) PLT W EMR EXIT STR 5  M96T15I1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T15 ,(HW) PLT W EMR EXIT STR 5  M96T15I1,"12,1,8,2,8,4,4,6,9",54,,False
(HW) PLT W TPSS RM 301 S  M96T5D1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T5,(HW) PLT W TPSS RM 301 S  M96T5D1,2,2,,False
(HW) PLT W TPSS RM 301 S  M96T5i1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T5,(HW) PLT W TPSS RM 301 S  M96T5i1,2,2,,False
(HW) TNL W VESTIBULE 242  M96T10i3,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T10 ,(HW) TNL W VESTIBULE 242  M96T10i3,1,1,,False
(HW) TRK E TNL VALVE RM 323  M96T2D2,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T2 ,(HW) TRK E TNL VALVE RM 323  M96T2D2,1,1,,False
(HW) TRK E TNL VALVE RM 323  M96T2i2,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T2 ,(HW) TRK E TNL VALVE RM 323  M96T2i2,1,1,,False
(HW) TRK W CABLE RM 315  M96T4D2,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T4 ,(HW) TRK W CABLE RM 315  M96T4D2,1,1,,False
(HW) TRK W CABLE RM 315  M96T4i2,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T4 ,(HW) TRK W CABLE RM 315  M96T4i2,2,2,,False
(HW) TRK W ELEC RM 314  M96T4D1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T4 ,(HW) TRK W ELEC RM 314  M96T4D1,1,1,,False
(HW) TRK W ELEC RM 314  M96T4i1,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T4 ,(HW) TRK W ELEC RM 314  M96T4i1,1,1,,False
(HW) W ROLLUP DOOR EXT LCP  M96T14i3,MRL,Hollywood/Western,(HW) HOLLYWOOD WESTERN STN M96T14 ,(HW) W ROLLUP DOOR EXT LCP  M96T14i3,"1,1",2,,False
(K) Cent/Av NW PLTFRM GATE DC-4  M29T4i1,,,(CLX AVIATION) STATION M29T4 ,(K) Cent/Av NW PLTFRM GATE DC-4  M29T4i1,1,1,Platform End Gate,False
(K) Cent/Av NW PLTFRM GATE DC-4 DR  M29T4D1,,,(CLX AVIATION) STATION M29T4 ,(K) Cent/Av NW PLTFRM GATE DC-4 DR  M29T4D1,1,1,Platform End Gate,False
(K) Cent/Av SO PLTFRM GATE DC-2/3  M29T3i1,,,(CLX AVIATION) STATION M29T3 ,(K) Cent/Av SO PLTFRM GATE DC-2/3  M29T3i1,1,1,Platform End Gate,False
(K) Cent/Av SO PLTFRM GATE DC-2/3 DR  M29T3D1,,,(CLX AVIATION) STATION M29T3 ,(K) Cent/Av SO PLTFRM GATE DC-2/3 DR  M29T3D1,1,1,Platform End Gate,False
(K) EUCALYPTUS CEDAR CROSS HSE  M10T1D1,,,(CLX EUCALYPTUS CEDAR) CROSS HSE M10T1,(K) EUCALYPTUS CEDAR CROSS HSE  M10T1D1,1,1,,False
(K) Exp/Cr CR-01 Platt Exit Str 6 DR  M33T14D1,,,(CLX EXPO) M33T14 ,(K) Exp/Cr CR-01 Platt Exit Str 6 DR  M33T14D1,2,2,,False
(K) Exp/Cr CR-03 Platt Exit Str 4 DR  M33T11D1,,,(CLX EXPO) M33T11 ,(K) Exp/Cr CR-03 Platt Exit Str 4 DR  M33T11D1,7,7,,False
(K) Exp/Cr CR-04 TC&C  M33T1D2,,,(CLX EXPO) M33T1 ,(K) Exp/Cr CR-04 TC&C  M33T1D2,1,1,,False
(K) Exp/Cr CR-08 DR  M33T7D1,,,(CLX EXPO) M33T7 ,(K) Exp/Cr CR-08 DR  M33T7D1,30,30,,False
(K) Exp/Cr CR-09 DR  M33T7D2,,,(CLX EXPO) M33T7 ,(K) Exp/Cr CR-09 DR  M33T7D2,1,1,,False
(K) Exp/Cr CR-10 Mezz Exit (North) DR  M33T8D1,,,(CLX EXPO) M33T8 ,(K) Exp/Cr CR-10 Mezz Exit (North) DR  M33T8D1,1,1,,False
(K) Exp/Cr CR-12 Mezz Corridor DR  M33T8D2,,,(CLX EXPO) M33T8 ,(K) Exp/Cr CR-12 Mezz Corridor DR  M33T8D2,143,143,,False
(K) INGLEWOOD TC & C DR  M8T1D1,,,(CLX INGLEWOOD) TC & C M8T1,(K) INGLEWOOD TC & C DR  M8T1D1,2,2,,False
(K) Lem Pk C108 Vest 2 DR  M31T2D1,,,(CLX VS) LPK M31T2 ,(K) Lem Pk C108 Vest 2 DR  M31T2D1,5,5,,False
(K) Lem Pk C112 TC&C DR  M31T1D2,,,(CLX VS) LPK M31T1 ,(K) Lem Pk C112 TC&C DR  M31T1D2,1,1,,False
(K) Lem Pk CR-04 Platt Exit 4 South DR  M31T10D1,,,(CLX VS) LPK M31T10 ,(K) Lem Pk CR-04 Platt Exit 4 South DR  M31T10D1,2,2,,False
(K) Lem Pk CR-07 C133 Mezz Vest 3 DR  M31T4D1,,,(CLX VS) LPK M31T4,(K) Lem Pk CR-07 C133 Mezz Vest 3 DR  M31T4D1,"33,71",104,,False
(K) Lem Pk CR-08 C133 Mezz Vest 5 DR  M31T4D2,,,(CLX VS) LPK M31T4,(K) Lem Pk CR-08 C133 Mezz Vest 5 DR  M31T4D2,"14,7",21,,False
(K) Lem Pk CR-11 Platt Exit 2 North DR  M31T6D1,,,(CLX VS) LPK M31T6 ,(K) Lem Pk CR-11 Platt Exit 2 North DR  M31T6D1,2,2,,False
(K) MLK CR-02 C113 TC&C DR  M32T1D2,,,(CLX MLK) M32T1 ,(K) MLK CR-02 C113 TC&C DR  M32T1D2,1,1,,False
(K) MLK CR-03 Mezz Corridor DR  M32T3D1,,,(CLX MLK) M32T2 ,(K) MLK CR-03 Mezz Corridor DR  M32T3D1,1,1,,False
(K) MLK CR-04 Mezz Exit SW DR  M32T3D2,,,(CLX MLK) M32T2,(K) MLK CR-04 Mezz Exit SW DR  M32T3D2,"1,2",3,,False
(K) MLK CR-05 C120 Mezz Corridor DR  M32T3D1,,,(CLX MLK) M32T3,(K) MLK CR-05 C120 Mezz Corridor DR  M32T3D1,"45,105",150,,False
(K) MLK CR-06 Platt Exit 4 DR  M32T12D1,,,(CLX MLK) M32T12,(K) MLK CR-06 Platt Exit 4 DR  M32T12D1,"2,1",3,,False
(K) MLK CR-07 C132 Aux Power DR  M32T3D2,,,(CLX MLK) M32T3 ,(K) MLK CR-07 C132 Aux Power DR  M32T3D2,73,73,,False
(K) MLK CR-08 Platt Exit 1 North DR  M32T8D1,,,(CLX MLK) M32T8 ,(K) MLK CR-08 Platt Exit 1 North DR  M32T8D1,7,7,,False
(K) MLK CR-10 Street Roll up Int. DR  M32T4D1,,,(CLX MLK) M32T4 ,(K) MLK CR-10 Street Roll up Int. DR  M32T4D1,1,1,,False
(K) MLK DC-06 DR  M32T10D1,,,(CLX MLK) M32T10,(K) MLK DC-06 DR  M32T10D1,2,2,,False
(K) MLK DC-07  M32T11i1,,,(CLX MLK) M32T11,(K) MLK DC-07  M32T11i1,2,2,,False
(K) MLK DC-07 DR  M32T11D1,,,(CLX MLK) M32T11,(K) MLK DC-07 DR  M32T11D1,2,2,,False
(K) MLK DC-08  M32T6i1,,,(CLX MLK) M32T6,(K) MLK DC-08  M32T6i1,2,2,,False
(K) MLK DC-08 DR  M32T6D1,,,(CLX MLK) M32T6,(K) MLK DC-08 DR  M32T6D1,2,2,,False
(K) MLK DC-09  M32T7i1,,,(CLX MLK) M32T7,(K) MLK DC-09  M32T7i1,2,2,,False
(K) MLK DC-09 DR  M32T7D1,,,(CLX MLK) M32T7,(K) MLK DC-09 DR  M32T7D1,2,2,,False
(K) NORTH OAK STREET CROSS HOUSE  M28T1D1,,,(CLX NOCH) NORTH OAK STREET CROSS HOUSE M28T1 ,(K) NORTH OAK STREET CROSS HOUSE  M28T1D1,1,1,,False
(K) WEST IVY CROSS HSE DR  M11T1D1,,,(CLX WEST IVY) CROSS HSE M11T1,(K) WEST IVY CROSS HSE DR  M11T1D1,4,4,,False
(LOC 66) MAIN LOBBY  M124T2D2,,,(LOC 66) M124T2,(LOC 66) MAIN LOBBY  M124T2D2,"1,9,1,2,9,4,3,8",37,,False
(LOC 66) NE CORRIDOR 103  M124T1D1,,,(LOC 66) M124T1,(LOC 66) NE CORRIDOR 103  M124T1D1,"1,1,2,5,2,1",12,,True
(LOC 66) SE CORRIDOR 125  M124T2D1,,,(LOC 66) M12,(LOC 66) SE CORRIDOR 125  M124T2D1,1,1,,False
(LOC 66) TRAC PWR MAINTENANCE 133  M124T3D1,,,(LOC 66) M124T3,(LOC 66) TRAC PWR MAINTENANCE 133  M124T3D1,"1,1",2,,False
(LOC 66) TRACK MAINTENANCE 135  M124T4D1,,,(LOC 66) M124T4,(LOC 66) TRACK MAINTENANCE 135  M124T4D1,"1,2",3,,False
(NH) ANC N DOOR S203  M122T2i4,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T2 ,(NH) ANC N DOOR S203  M122T2i4,"150,168,180,64,196,259,177,230,232",1656,,True
(NH) ANC N ELECTRICAL RM S213  M122T3D1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T3 ,(NH) ANC N ELECTRICAL RM S213  M122T3D1,2,2,,False
(NH) ANC N ELECTRICAL RM S213  M122T3i1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T3 ,(NH) ANC N ELECTRICAL RM S213  M122T3i1,2,2,,False
(NH) DOOR CI03 DOOR CONTACT  M69T2i1,MRL,North Hollywood,(NH) 69-2 NORTH HOLLYWOOD STN ,(NH) DOOR CI03 DOOR CONTACT  M69T2i1,"3,1,1",5,,False
(NH) M EMP  M122T9i3,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T9,(NH) M EMP  M122T9i3,4,4,,False
(NH) MEZ EMR EXIT N CORR C209 S  M122T15i2,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T15 ,(NH) MEZ EMR EXIT N CORR C209 S  M122T15i2,"46,40,36,35,34,40,13,52,31",327,,True
(NH) MEZ EMR EXIT N CORR D 209 S  M122T15D2,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T15 ,(NH) MEZ EMR EXIT N CORR D 209 S  M122T15D2,"46,40,37,36,34,41,13,52,31",330,,True
(NH) MEZ N AUX PWR D219  M122T15D1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T15,(NH) MEZ N AUX PWR D219  M122T15D1,"3,2,3",8,,False
(NH) MEZ N AUX PWR D219  M122T15i1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T15,(NH) MEZ N AUX PWR D219  M122T15i1,"3,2,3",8,,False
(NH) MEZ N CORR D206 S  M122T15i3,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T15,(NH) MEZ N CORR D206 S  M122T15i3,"3,3",6,,False
(NH) MEZ S AUX PWR C219  M122T11D1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T11 ,(NH) MEZ S AUX PWR C219  M122T11D1,"3,9,23,4,2,7,16",64,,True
(NH) MEZ S CORR C209S  M122T13i3,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T13 ,(NH) MEZ S CORR C209S  M122T13i3,"7,6,4,1,7,7,3,3,3",41,,False
(NH) MEZ S CORR C214 N  M122T12D2,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T12 ,(NH) MEZ S CORR C214 N  M122T12D2,"4,1,1,2,2,5,4,4",23,,False
(NH) MEZ S EMR EXIT STR 2  M122T13i1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T13 ,(NH) MEZ S EMR EXIT STR 2  M122T13i1,"7,6,6,3,6,4,4,4,4",44,,False
(NH) MEZ S TC&C RM C216  M122T9D1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T9 ,(NH) MEZ S TC&C RM C216  M122T9D1,"2,1,1",4,,False
(NH) MEZ S TC&C RM C216  M122T9i1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T9 ,(NH) MEZ S TC&C RM C216  M122T9i1,"2,1,1",4,,False
(NH) MEZ S TPSS RM C220  M122T12i2,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T12 ,(NH) MEZ S TPSS RM C220  M122T12i2,"9,32,36,6,2,9,38",132,,False
(NH) N STREET HATCH 6A  M122T3i2,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T3 ,(NH) N STREET HATCH 6A  M122T3i2,1,1,HATCH,False
(NH) N STREET HATCH 6B  M122T3i3,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T3 ,(NH) N STREET HATCH 6B  M122T3i3,1,1,HATCH,False
(NH) PLT AL EAST EMR GATE 2  M122T10i2,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T10 ,(NH) PLT AL EAST EMR GATE 2  M122T10i2,"2,2,2,1,1,1,1,1",11,Platform End Gate,False
(NH) PLT AL WEST EMR GATE 4  M122T10i4,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T10 ,(NH) PLT AL WEST EMR GATE 4  M122T10i4,"35,53,29,55,40,68,39,50,64",433,Platform End Gate,False
(NH) PLT AR EAST EMR GATE 1  M122T10i1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T10 ,(NH) PLT AR EAST EMR GATE 1  M122T10i1,"1,1,1,1",4,Platform End Gate,False
(NH) PLT AR WEST EMR GATE 3  M122T10i3,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T10 ,(NH) PLT AR WEST EMR GATE 3  M122T10i3,"7,1,6,4,7,7,9,8",49,Platform End Gate,True
(NH) PLT N CUST RM D112  M122T7i3,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T7 ,(NH) PLT N CUST RM D112  M122T7i3,"15,19,18,12,26,21,11,25,22",169,,False
(NH) PLT N EMR EXIT STR 6  M122T7D2,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T7 ,(NH) PLT N EMR EXIT STR 6  M122T7D2,"19,4,7,5,4,14,6,10,5",74,,True
(NH) PLT N EMR STR 6  M122T7i2,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T7 ,(NH) PLT N EMR STR 6  M122T7i2,"19,4,7,5,4,14,6,10,5",74,,True
(NH) PLT S EMR EQUIPMENT RM C112  M122T6i3,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T6,(NH) PLT S EMR EQUIPMENT RM C112  M122T6i3,4,4,,False
(NH) PLT S EMR EXIT STR 5  M122T16D1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T16 ,(NH) PLT S EMR EXIT STR 5  M122T16D1,"13,9,16,9,10,11,9,12,16",105,,False
(NH) PLT S EMR EXIT STR 5  M122T16i1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T16 ,(NH) PLT S EMR EXIT STR 5  M122T16i1,"13,9,16,9,10,11,9,12,16",105,,False
(NH) ROLL UP DR CONTACT  M122T2i3,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T2 ,(NH) ROLL UP DR CONTACT  M122T2i3,"2,1,3,3,1,2,1,1,2",16,,False
(NH) ROLL UP DR EXT LCP  M122T2D1,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T2 ,(NH) ROLL UP DR EXT LCP  M122T2D1,"22,1,5,1,1,1,1,1,1",34,,True
(NH) TRK S ELECTRICAL  RM C117  M122T6D2,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T6,(NH) TRK S ELECTRICAL  RM C117  M122T6D2,1,1,,False
(NH) TRK S ELECTRICAL  RM C117  M122T6i2,MRL,North Hollywood,(NH) NORTH HOLLYWOOD M122T6,(NH) TRK S ELECTRICAL  RM C117  M122T6i2,1,1,,False
(PS) MEZ MID N EMR EX 3/4/5A  M104T11D1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T11 ,(PS) MEZ MID N EMR EX 3/4/5A  M104T11D1,"4,6,2,3,2,7",24,PUBLIC Emergency Exit    ,False
(PS) MEZ N CORR 41  M104T4i1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T4 ,(PS) MEZ N CORR 41  M104T4i1,2,2,,False
(PS) MEZ N EMP  M104T3i3,MRL,Pershing Square,(PS) PERSHING SQUARE M104T3 ,(PS) MEZ N EMP  M104T3i3,1,1,,False
(PS) MEZ N FAN RM 13  M104T4D2,MRL,Pershing Square,(PS) PERSHING SQUARE M104T4 ,(PS) MEZ N FAN RM 13  M104T4D2,"3,2",5,,False
(PS) MEZ S VALVE RM 53  M104T5D2,MRL,Pershing Square,(PS) PERSHING SQUARE M104T5 ,(PS) MEZ S VALVE RM 53  M104T5D2,1,1,,False
(PS) MEZ S VALVE RM 53  M104T5i2,MRL,Pershing Square,(PS) PERSHING SQUARE M104T5 ,(PS) MEZ S VALVE RM 53  M104T5i2,1,1,,False
(PS) MEZZ N CORR 41  M104T4D1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T4 ,(PS) MEZZ N CORR 41  M104T4D1,2,2,,False
(PS) MID N HATCH 3/4/5 A  M104T4i3,MRL,Pershing Square,(PS) PERSHING SQUARE M104T4 ,(PS) MID N HATCH 3/4/5 A  M104T4i3,"1,1",2,HATCH,False
(PS) NE HATCH 2A  M104T7i4,MRL,Pershing Square,(PS) PERSHING SQUARE M104T7,(PS) NE HATCH 2A  M104T7i4,1,1,HATCH,False
(PS) NE ROLLUP DOOR EXT LCP  M104T6D1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T6 ,(PS) NE ROLLUP DOOR EXT LCP  M104T6D1,"1,1,1,2,1",6,,True
(PS) NE ROLLUP DOOR EXT LCP  M104T6i1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T6 ,(PS) NE ROLLUP DOOR EXT LCP  M104T6i1,"1,1,1,2,1",6,,True
(PS) NW ROLLUP DOOR  M104T8i4,MRL,Pershing Square,(PS) PERSHING SQUARE M104T8 ,(PS) NW ROLLUP DOOR  M104T8i4,"1,1,1,1,1,1,1,1,1",9,,False
(PS) NW ROLLUP DOOR EXT LCP  M104T8D1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T8 ,(PS) NW ROLLUP DOOR EXT LCP  M104T8D1,3,3, ,False
(PS) NW ROLLUP DOOR EXT LCP  M104T8i1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T8 ,(PS) NW ROLLUP DOOR EXT LCP  M104T8i1,"1,1,1,2",5, ,False
(PS) NW ROLLUP DOOR INT LCP  M104T8i3,MRL,Pershing Square,(PS) PERSHING SQUARE M104T8 ,(PS) NW ROLLUP DOOR INT LCP  M104T8i3,"1,3,1,1,3,2,2,1,2",16,,False
(PS) PLT AL EAST EMR GATE 2  M104T10i2,MRL,Pershing Square,(PS) PERSHING SQUARE M104T10 ,(PS) PLT AL EAST EMR GATE 2  M104T10i2,"1,3,8",12,Platform End Gate,False
(PS) PLT AL WEST EMR GATE 4  M104T10i4,MRL,Pershing Square,(PS) PERSHING SQUARE M104T10 ,(PS) PLT AL WEST EMR GATE 4  M104T10i4,"6,3,2,4,1,2,2",20,Platform End Gate,True
(PS) PLT AR EAST EMR GATE 1  M104T10i1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T10,(PS) PLT AR EAST EMR GATE 1  M104T10i1,1,1,Platform End Gate,False
(PS) PLT AR WEST EMR GATE 3  M104T10i3,MRL,Pershing Square,(PS) PERSHING SQUARE M104T10 ,(PS) PLT AR WEST EMR GATE 3  M104T10i3,"3,3,3,1,2",12,Platform End Gate,False
(PS) PLT N EMR EXIT 2  M104T2D2,MRL,Pershing Square,(PS) PERSHING SQUARE M104T2 ,(PS) PLT N EMR EXIT 2  M104T2D2,"9,8,27,16,7,22,17,25",131,PUBLIC Emergency Exit ,False
(PS) PLT S AUX PWR RM 2  M104T5D1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T5 ,(PS) PLT S AUX PWR RM 2  M104T5D1,"1,1,1,1,1",5,,False
(PS) PLT S AUX PWR RM 2  M104T5i1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T5 ,(PS) PLT S AUX PWR RM 2  M104T5i1,"1,1,1,1,1",5,,False
(PS) PLT S ELEC RM 23  M104T3D1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T3,(PS) PLT S ELEC RM 23  M104T3D1,"2,2,2",6,,False
(PS) PLT S TC&C RM 3  M104T3D2,MRL,Pershing Square,(PS) PERSHING SQUARE M104T3,(PS) PLT S TC&C RM 3  M104T3D2,1,1,,False
(PS) S MEZ EMR EX 6/7/8 A  M104T12D1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T12 ,(PS) S MEZ EMR EX 6/7/8 A  M104T12D1,"2,1,5",8,PUBLIC Emergency Exit,False
(PS) SE ROLLUP DOOR EXT LCP  M104T9D1,MRL,Pershing Square,(PS) PERSHING SQUARE M104T9 ,(PS) SE ROLLUP DOOR EXT LCP  M104T9D1,"1,2,2,2,2,2,3,2,2",18,,True
(PS) SE ROLLUP DOOR INT LCP  M104T9i2,MRL,Pershing Square,(PS) PERSHING SQUARE M104T9 ,(PS) SE ROLLUP DOOR INT LCP  M104T9i2,7,7,,False
(SD) TRK N CABLE RM 123  M125T5i2,MRL,Solar Drive ,(SD) SOLAR DRIVE M125T5,(SD) TRK N CABLE RM 123  M125T5i2,55,55,,False
(SD) TRK N ELECTRICAL RM T113  M125T6D1,MRL,Solar Drive ,(SD) SOLAR DRIVE M125T6 ,(SD) TRK N ELECTRICAL RM T113  M125T6D1,"2,3",5,,False
(SD) TRK N TPSS RM 114 N  M125T5D1,MRL,Solar Drive ,(SD) SOLAR DRIVE M125T5 ,(SD) TRK N TPSS RM 114 N  M125T5D1,"1,2,5",8,,False
(SD) TRK N TPSS RM 114 S  M125T4D2,MRL,Solar Drive ,(SD) SOLAR DRIVE M125T4 ,(SD) TRK N TPSS RM 114 S  M125T4D2,"93,3",96,,False
(SD) TRK N VEST RM 115  M125T4D1,MRL,Solar Drive ,(SD) SOLAR DRIVE M125T4 ,(SD) TRK N VEST RM 115  M125T4D1,"1,1,3",5,,False
